Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
2-6-OOCMeBAt,c1(OC(=O)C)cccc(OC(=O)C)c1([At]),At,OOCMe,H,H,31.4,2.189286775,2.1875,2.441,-6.061,C1,2.2044,0.0169,2.325,-0.116,-2.472,2.9874,0.197,-14.268,0.019070673,0.014026237,-0.001065593,-0.012960644,0.060368161,0.001065593,4.01E-07,-0.019070673,-7.37,-7.183742938,-6.85,-6.665769423,0.180103384,0.004127193,10.16,-0.04301
2-6-SHBAt,c1(S)cccc(S)c1([At]),At,SH,H,H,32.5,2.209861953,2.2129,2.131,-8.129,C1,2.2242,0.0113,2.104,-0.027,-4.772,3.0137,0.188,-14.342,0.0184,0.0133,-0.00103,-0.0123,0.0573,0.00103,1.37E-06,-0.0184,-7.26,-7.128648231,-6.77,-6.639370281,0.128557871,0.002071848,10.34,-0.03999
3-4-5-BH2BAt,c1c(B)c(B)c(B)cc1([At]),At,H,BH2,BH2,27.9,2.209069611,2.2014,2.307,-11.746,C1,2.2111,0.0097,2.286,-0.021,-7.956,3.0301,0.185,-15.011,0.0178,0.0128,-0.00106,-0.0118,0.0556,0.00106,4.02E-07,-0.0178,-6.52,-6.410882157,-6.05,-5.940974742,0.105299859,0.003725398,9.32,-0.03708
3-4-5-ClBAt,c1c(Cl)c(Cl)c(Cl)cc1([At]),At,H,Cl,Cl,34.6,2.191816491,2.1946,2.388,-10.464,C1,2.2092,0.0146,2.303,-0.085,-6.38,2.9842,0.201,-15.318,0.019328934,0.014103569,-0.001025725,-0.013077844,0.06051802,0.001025725,9.59E-07,-0.019328934,-7.65,-7.533059279,-7.18,-7.059116633,0.117701957,0.00318141,10.48,-0.04334
3-4-5-CNBAt,c1c(C#N)c(C#N)c(C#N)cc1([At]),At,H,CN,CN,48.1,2.171712062,2.1894,2.439,-11.737,C1,2.21,0.0206,2.275,-0.164,-7.27,2.9225,0.251,-15.99,0.021721981,0.016011568,-0.000900688,-0.015110881,0.067649985,0.000900688,2.78E-06,-0.021721981,-9.75,-9.577561786,-9.24,-9.070625648,0.167961703,0.001412649,12.67,-0.05381
3-4-5-FBAt,c1c(F)c(F)c(F)cc1([At]),At,H,F,F,34.5,2.191388301,2.1949,2.402,-9.47,C1,2.2096,0.0147,2.315,-0.087,-5.817,2.9884,0.2,-14.609,0.019164455,0.013978791,-0.001033769,-0.012945022,0.060051079,0.001033769,5.44E-07,-0.019164455,-7.56,-7.441617967,-7.09,-6.969404346,0.117345531,0.003250123,10.39,-0.04256
3-4-5-NH2BAt,c1c(N)c(N)c(N)cc1([At]),At,H,NH2,NH2,19.4,2.222940669,2.2013,2.302,-9.831,C1,2.2089,0.0076,2.305,0.003,-6.622,3.076,0.178,-14.643,0.0164,0.0117,-0.00109,-0.0106,0.0512,0.00109,2.55E-06,-0.0164,-5.26,-5.175076871,-4.83,-4.74074832,0.083508337,0.005743343,7.95,-0.03134
3-4-5-OHBAt,c1c(O)c(O)c(O)cc1([At]),At,H,OH,OH,26,2.210783287,2.1983,2.349,-9.031,C1,2.2085,0.0102,2.32,-0.029,-5.694,3.0435,0.184,-14.551,0.0173,0.0125,-0.00108,-0.0114,0.0543,0.00108,5.67E-07,-0.0173,-6.13,-6.032066595,-5.69,-5.591067856,0.094620903,0.004311241,8.8,-0.03523
3-4-5-SHBAt,c1c(S)c(S)c(S)cc1([At]),At,H,SH,SH,30,2.204188641,2.199,2.328,-11.994,C1,2.2101,0.0111,2.288,-0.04,-8.063,3.0174,0.187,-15.255,0.0182,0.0132,-0.00105,-0.0121,0.0569,0.00105,3.05E-06,-0.0182,-6.81,-6.705091869,-6.34,-6.236188342,0.100313669,0.003497989,9.49,-0.03889
3-5-BH2BAt,c1c(B)cc(B)cc1([At]),At,H,BH2,H,28,2.208574574,2.2018,2.303,-11.988,C1,2.2116,0.0098,2.281,-0.022,-8.283,3.0295,0.185,-14.792,0.0178,0.0129,-0.00106,-0.0118,0.0557,0.00106,2.53E-06,-0.0178,-6.54,-6.430974384,-6.07,-5.96130224,0.104958494,0.003739266,9.36,-0.03717
3-5-CF3BAt,c1c(C(F)(F)F)cc(C(F)(F)F)cc1([At]),At,H,CF3,H,36.5,2.189477428,2.1947,2.391,-10.945,C1,2.2096,0.0149,2.301,-0.09,-7.11,2.9774,0.206,-14.898,0.019585706,0.014306105,-0.001014106,-0.013291999,0.0612817,0.001014106,6.21E-07,-0.019585706,-7.94,-7.805486253,-7.45,-7.312971817,0.134293308,0.002734875,10.72,-0.04428
3-5-CH3BAt,c1c(C)cc(C)cc1([At]),At,H,CH3,H,21.6,2.221684757,2.2038,2.269,-11.9,C1,2.2111,0.0073,2.276,0.007,-8.62,3.0677,0.18,-14.478,0.0166,0.0119,-0.00108,-0.0108,0.0519,0.00108,1.99E-06,-0.0166,-5.55,-5.46037532,-5.11,-5.022617294,0.082329246,0.00505346,8.21,-0.03253
3-5-CHOBAt,c1c(C(=O))cc(C(=O))cc1([At]),At,H,CHO,H,32.1,2.196264466,2.1979,2.35,-12.18,C1,2.2109,0.013,2.287,-0.063,-8.306,2.994,0.197,-14.914,0.018999288,0.013822653,-0.001031289,-0.012791364,0.059416595,0.001031289,2.73E-07,-0.018999288,-7.41,-7.27801369,-6.93,-6.801629315,0.124910786,0.003459899,10.29,-0.04183
3-5-ClBAt,c1c(Cl)cc(Cl)cc1([At]),At,H,Cl,H,32.6,2.195831999,2.1969,2.362,-10.83,C1,2.2103,0.0134,2.293,-0.069,-6.882,2.9958,0.195,-14.978,0.018931728,0.01377069,-0.001035648,-0.012735042,0.059226174,0.001035648,1.44E-06,-0.018931728,-7.34,-7.223207638,-6.86,-6.746356586,0.110127917,0.003515496,10.14,-0.04173
3-5-CNBAt,c1c(C#N)cc(C#N)cc1([At]),At,H,CN,H,41.4,2.180938979,2.1936,2.408,-11.064,C1,2.2109,0.0173,2.289,-0.119,-6.882,2.9533,0.224,-15.347,0.020490057,0.015029054,-0.000971594,-0.01405746,0.064003495,0.000971594,5.33E-07,-0.020490057,-8.68,-8.534873175,-8.18,-8.037540723,0.140348775,0.002110503,11.57,-0.0483
3-5-COOHBAt,c1c(C(=O)O)cc(C(=O)O)cc1([At]),At,H,COOH,H,30.4,2.198038066,2.1971,2.362,-11.805,C1,2.2098,0.0127,2.301,-0.061,-8.044,3.001,0.193,-14.898,0.018744208,0.013630158,-0.001043226,-0.012586933,0.058694352,0.001043226,5.66E-07,-0.018744208,-7.19,-7.063291234,-6.71,-6.584202669,0.121935136,0.003862195,10,-0.04075
3-5-FBAt,c1c(F)cc(F)cc1([At]),At,H,F,H,31.9,2.196416702,2.1959,2.376,-10.518,C1,2.209,0.0131,2.308,-0.068,-7.004,3.0028,0.193,-14.488,0.01867969,0.013575287,-0.001045999,-0.012529288,0.058485959,0.001045999,2.36E-06,-0.01867969,-7.18,-7.066852351,-6.72,-6.607694436,0.108689666,0.003615898,9.95,-0.04056
3-5-NH2BAt,c1c(N)cc(N)cc1([At]),At,H,NH2,H,20,2.222190016,2.203,2.278,-11.987,C1,2.2103,0.0073,2.285,0.007,-8.826,3.0725,0.179,-14.432,0.0165,0.0118,-0.00108,-0.0107,0.0515,0.00108,2.20E-06,-0.0165,-5.37,-5.276056327,-4.94,-4.842814717,0.091552381,0.005632902,8.05,-0.03189
3-5-NO2BAt,c1c(N(=O)=O)cc(N(=O)=O)cc1([At]),At,H,NO2,H,42.4,2.177792448,2.1926,2.424,-11.128,C1,2.2111,0.0185,2.289,-0.135,-6.885,2.9422,0.233,-15.394,0.020902735,0.01537424,-0.000954096,-0.014420144,0.065314268,0.000954096,9.15E-07,-0.020902735,-8.97,-8.816430413,-8.47,-8.31306458,0.154728782,0.002206637,11.96,-0.04998
3-5-OHBAt,c1c(O)cc(O)cc1([At]),At,H,OH,H,26.7,2.210658179,2.2,2.322,-10.888,C1,2.2097,0.0097,2.298,-0.024,-7.57,3.0411,0.184,-14.409,0.0174,0.0126,-0.00107,-0.0115,0.0545,0.00107,1.07E-06,-0.0174,-6.23,-6.129131019,-5.78,-5.679826078,0.096045977,0.004127946,8.88,-0.03569
3-5-OOCMeBAt,c1c(OC(=O)C)cc(OC(=O)C)cc1([At]),At,H,OOCMe,H,25.3,2.205539428,2.1984,2.344,-11.277,C1,2.2093,0.0109,2.305,-0.039,-7.721,3.0227,0.186,-14.759,0.017992685,0.013033607,-0.00106905,-0.011964557,0.056411407,0.00106905,1.77E-06,-0.017992685,-6.5,-6.375801866,-6.04,-5.915976512,0.118662674,0.005360814,9.29,-0.03767
3-5-SHBAt,c1c(S)cc(S)cc1([At]),At,H,SH,H,28.5,2.206845149,2.2002,2.318,-11.598,C1,2.2107,0.0105,2.286,-0.032,-7.805,3.026,0.185,-14.936,0.0179,0.0129,-0.00106,-0.0119,0.056,0.00106,4.56E-07,-0.0179,-6.58,-6.480688196,-6.12,-6.020913991,0.095249667,0.003836342,9.28,-0.03775
4-BH2BAt,c1cc(B)ccc1([At]),At,H,H,BH2,27.7,2.209417697,2.1987,2.305,-13.007,C1,2.2079,0.0092,2.284,-0.021,-9.78,3.0377,0.185,-14.698,0.0176,0.0126,-0.00106,-0.0116,0.0549,0.00106,3.07E-06,-0.0176,-6.4,-6.298635768,-5.94,-5.841431372,0.094742639,0.003825988,8.99,-0.03621
4-CF3BAt,c1cc(C(F)(F)F)ccc1([At]),At,H,H,CF3,30.7,2.203788861,2.1978,2.342,-11.411,C1,2.2091,0.0113,2.297,-0.045,-7.962,3.0198,0.188,-14.587,0.018138371,0.013117258,-0.001054694,-0.012062563,0.056688591,0.001054694,8.93E-07,-0.018138371,-6.85,-6.745225494,-6.39,-6.280728131,0.106052243,0.003219626,9.5,-0.03849
4-CH3BAt,c1cc(C)ccc1([At]),At,H,H,CH3,22.7,2.217029658,2.2011,2.303,-10.813,C1,2.2094,0.0083,2.296,-0.007,-7.559,3.061,0.182,-14.49,0.0168,0.0121,-0.00108,-0.011,0.0526,0.00108,3.77E-07,-0.0168,-5.71,-5.624574476,-5.27,-5.181602297,0.083467549,0.004930154,8.41,-0.0332
4-CHOBAt,c1cc(C(=O))ccc1([At]),At,H,H,CHO,30,2.205831531,2.1975,2.335,-12.115,C1,2.2082,0.0107,2.293,-0.042,-8.785,3.0244,0.187,-14.734,0.017996046,0.012995288,-0.001056694,-0.011938594,0.056208703,0.001056694,2.07E-07,-0.017996046,-6.74,-6.638193081,-6.29,-6.183518917,0.103310027,0.003171057,9.37,-0.03791
4-ClBAt,c1cc(Cl)ccc1([At]),At,H,H,Cl,28.3,2.205330734,2.1982,2.346,-10.519,C1,2.209,0.0108,2.308,-0.038,-7.072,3.0308,0.186,-14.687,0.017760903,0.012827498,-0.001067062,-0.011760436,0.055579004,0.001067062,4.40E-07,-0.017760903,-6.51,-6.40793349,-6.05,-5.949578839,0.09659944,0.003821721,9.21,-0.03694
4-CNBAt,c1cc(C#N)ccc1([At]),At,H,H,CN,33.4,2.199576319,2.1961,2.354,-11.635,C1,2.2083,0.0122,2.297,-0.057,-8.095,3.0078,0.192,-14.859,0.018544157,0.013441801,-0.001044329,-0.012397472,0.057945323,0.001044329,1.58E-06,-0.018544157,-7.2,-7.093353332,-6.73,-6.621433577,0.105794964,0.002771458,9.85,-0.04014
4-COOHBAt,c1cc(C(=O)O)ccc1([At]),At,H,H,COOH,28.8,2.207326823,2.1979,2.329,-12.125,C1,2.2082,0.0103,2.294,-0.035,-8.788,3.0294,0.186,-14.716,0.017831186,0.012864414,-0.001060983,-0.011803431,0.055702355,0.001060983,1.76E-06,-0.017831186,-6.6,-6.496208389,-6.14,-6.034208424,0.102268361,0.003523215,9.22,-0.03724
4-FBAt,c1cc(F)ccc1([At]),At,H,H,F,27.3,2.206450438,2.1991,2.346,-9.803,C1,2.2096,0.0105,2.312,-0.034,-6.487,3.0365,0.185,-14.357,0.017571269,0.012679165,-0.001071686,-0.011607479,0.055004161,0.001071686,3.55E-06,-0.017571269,-6.35,-6.246246882,-5.9,-5.801142342,0.094743894,0.004113764,9.08,-0.03616
4-NH2BAt,c1cc(N)ccc1([At]),At,H,H,NH2,20.9,2.217775029,2.1997,2.325,-8.868,C1,2.2081,0.0084,2.317,-0.008,-5.719,3.068,0.181,-14.521,0.0166,0.0119,-0.00109,-0.0108,0.052,0.00109,2.88E-06,-0.0166,-5.49,-5.39897477,-5.05,-4.957635308,0.086896888,0.005467804,8.24,-0.03219
4-NO2BAt,c1cc(N(=O)=O)ccc1([At]),At,H,H,NO2,34.5,2.197479496,2.1951,2.366,-12.035,C1,2.2078,0.0127,2.3,-0.066,-8.563,3.0011,0.194,-14.812,0.018773109,0.01362802,-0.001038805,-0.012589214,0.058668117,0.001038805,1.45E-06,-0.018773109,-7.39,-7.277791551,-6.93,-6.813588579,0.113860344,0.002551077,10.05,-0.04107
4-OHBAt,c1cc(O)ccc1([At]),At,H,H,OH,23.7,2.212646391,2.1994,2.336,-9.256,C1,2.2088,0.0094,2.316,-0.02,-6.012,3.0544,0.183,-14.428,0.017,0.0122,-0.00108,-0.0111,0.0533,0.00108,6.27E-07,-0.017,-5.85,-5.761001944,-5.41,-5.317343265,0.087821209,0.004835525,8.59,-0.03386
4-OOCMeBAt,c1cc(OC(=O)C)ccc1([At]),At,H,H,OOCMe,25,2.210953424,2.1993,2.333,-10.577,C1,2.2091,0.0098,2.308,-0.025,-7.199,3.0446,0.183,-14.708,0.017315699,0.012472403,-0.001077592,-0.011394811,0.054200722,0.001077592,2.73E-06,-0.017315699,-6.11,-6.007889281,-5.66,-5.557288931,0.098304383,0.004406685,8.82,-0.03513
